,rank,title,broadcast,episode,date,genre,category,DateTime,count
275,276,도시어부,채널A,107,2019-09-19,예능,종편,2020-04-01 09:00:00,3
276,277,판타스틱 듀오,SBS,12,2016-07-03,예능,지상파,2020-04-01 09:00:00,3
277,278,대화의 희열2,KBS 2TV,3,2019-03-16,예능,지상파,2020-04-01 09:00:00,3
278,279,연애의 참견2,KBS JOY,16,2018-12-04,예능,케이블,2020-04-01 09:00:00,3
279,280,주간 아이돌,MBC Every1,452,2020-03-25,예능,케이블,2020-04-01 09:00:00,3
280,281,맞짱의 신,SBS Fil,2,2020-02-29,예능,케이블,2020-04-01 09:00:00,3
281,282,<무한도전 레전드> 리얼 버라이어티,MBC,7,2007-06-23,예능,지상파,2020-04-01 09:00:00,3
282,283,비행기 타고 가요 시즌2,채널A,11,2020-03-14,예능,종편,2020-04-01 09:00:00,3
283,284,호구의 연애,MBC,13,2019-06-09,예능,지상파,2020-04-01 09:00:00,3
284,285,해피선데이 - 슈퍼맨이 돌아왔다,KBS 2TV,534,2015-03-15,예능,지상파,2020-04-01 09:00:00,3
285,286,일밤 - 진짜사나이,MBC,70,2014-08-31,예능,지상파,2020-04-01 09:00:00,3
286,287,선을 넘는 녀석들,MBC,23,2019-03-02,예능,지상파,2020-04-01 09:00:00,3
287,288,일밤 - 아빠! 어디가?,MBC,19,2013-05-12,예능,지상파,2020-04-01 09:00:00,3
288,289,세친구,MBC,1 ,2000-02-14,예능,지상파,2020-04-01 09:00:00,3
289,290,미추리 8-1000 시즌 2,SBS,1,2019-02-15,예능,지상파,2020-04-01 09:00:00,3
290,291,마리텔 백주부의 고급진 레시피,MBC,7,2015-07-11,예능,지상파,2020-04-01 09:00:00,3
291,292,언니들의 슬램덩크2,KBS 2TV,8,2017-03-31,예능,지상파,2020-04-01 09:00:00,3
292,293,발칙한 동거 - 빈방 있음,MBC,17042104,2017-04-21,예능,지상파,2020-04-01 09:00:00,3
293,294,철부지 브로망스 -절찬상영중-,KBS 2TV,1,2018-01-09,예능,지상파,2020-04-01 09:00:00,3
294,295,<무한도전 레전드> 캐릭터쇼,MBC,12,2013-04-27,예능,지상파,2020-04-01 09:00:00,3
295,296,가요무대,KBS 1TV,,2020-03-30,예능,지상파,2020-04-01 09:00:00,3
296,297,연애의 맛,TV CHOSUN,2,2019-10-31,예능,종편,2020-04-01 09:00:00,3
297,298,우리 결혼했어요,MBC,304,2016-01-16,예능,지상파,2020-04-01 09:00:00,3
298,299,네모바지 스폰지밥 시즌7 (한국어 더빙),Nick,5,2015-03-03,예능,케이블,2020-04-01 09:00:00,3
299,300,비행기 타고 가요,채널A,11,2019-04-13,예능,종편,2020-04-01 09:00:00,3
300,1,아내의 맛,TV CHOSUN,91,2020-03-31,예능,종편,2020-04-01 10:00:00,1
301,2,아무도 모른다,SBS,10,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
302,3,불타는 청춘,SBS,247,2020-03-31,예능,지상파,2020-04-01 10:00:00,1
303,4,365 : 운명을 거스르는 1년,MBC,7-8,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
304,5,나쁜사랑,MBC,87,2020-04-01,드라마,지상파,2020-04-01 10:00:00,1
305,6,PD 수첩,MBC,1236,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
306,7,비디오스타,MBC Every1,190,2020-03-31,예능,케이블,2020-04-01 10:00:00,1
307,8,미운 우리 새끼,SBS,183,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
308,9,런닝맨,SBS,496,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
309,10,동상이몽2_너는 내 운명,SBS,139,2020-03-30,예능,지상파,2020-04-01 10:00:00,1
310,11,나 혼자 산다,MBC,339,2020-03-27,예능,지상파,2020-04-01 10:00:00,1
311,12,슈퍼맨이 돌아왔다,KBS 2TV,323,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
312,13,무엇이든 물어보살,KBS JOY,54,2020-03-30,예능,케이블,2020-04-01 10:00:00,1
313,14,천일야사,채널A,171,2020-03-31,시사교양,종편,2020-04-01 10:00:00,1
314,15,그것이 알고싶다,SBS,1208,2020-03-28,시사교양,지상파,2020-04-01 10:00:00,1
315,16,꽃길만 걸어요,KBS 1TV,111,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
316,17,개는 훌륭하다,KBS 2TV,21,2020-03-30,예능,지상파,2020-04-01 10:00:00,1
317,18,전지적 참견시점,MBC,97,2020-03-28,예능,지상파,2020-04-01 10:00:00,1
318,19,부러우면 지는거다,MBC,4,2020-03-30,예능,지상파,2020-04-01 10:00:00,1
319,20,하이에나,SBS,12,2020-03-28,드라마,지상파,2020-04-01 10:00:00,1
320,21,아무도 모른다[19세],SBS,10,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
321,22,맛 좀 보실래요,SBS,101,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
322,23,일일드라마 위험한 약속,KBS 2TV,2,2020-03-31,드라마,지상파,2020-04-01 10:00:00,1
323,24,구해줘! 홈즈,MBC,51,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
324,25,놀면 뭐하니?,MBC,35,2020-03-28,예능,지상파,2020-04-01 10:00:00,1
325,26,한 번 다녀왔습니다,KBS 2TV,3-4,2020-03-29,드라마,지상파,2020-04-01 10:00:00,1
326,27,1박2일 시즌4,KBS 2TV,17,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
327,28,사장님 귀는 당나귀 귀,KBS 2TV,49,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
328,29,미스터트롯의 맛,TV CHOSUN,2,2020-03-26,예능,종편,2020-04-01 10:00:00,1
329,30,옥탑방의 문제아들,KBS 2TV,71,2020-03-30,예능,지상파,2020-04-01 10:00:00,1
330,31,백종원의 골목식당,SBS,111,2020-03-25,예능,지상파,2020-04-01 10:00:00,1
331,32,연애의 참견3,KBS JOY,12,2020-03-24,예능,케이블,2020-04-01 10:00:00,1
332,33,맛있는 녀석들,iHQ,266,2020-03-24,예능,케이블,2020-04-01 10:00:00,1
333,34,라디오스타,MBC,662,2020-03-25,예능,지상파,2020-04-01 10:00:00,1
334,35,그 남자의 기억법,MBC,5-6,2020-03-25,드라마,지상파,2020-04-01 10:00:00,1
335,36,궁금한 이야기 Y,SBS,489,2020-03-27,시사교양,지상파,2020-04-01 10:00:00,1
336,37,하트시그널 시즌3,채널A,1,2020-03-25,예능,종편,2020-04-01 10:00:00,1
337,38,끼리끼리,MBC,10,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
338,39,휴먼다큐 사노라면,MBN,424,2020-03-31,시사교양,종편,2020-04-01 10:00:00,1
339,40,휴먼다큐 사람이 좋다,MBC,357,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
340,41,기막힌 이야기 실제상황,MBN,384,2020-03-29,시사교양,종편,2020-04-01 10:00:00,1
341,42,인간극장,KBS 1TV,4399,2020-04-01,시사교양,지상파,2020-04-01 10:00:00,1
342,43,역사저널 그날,KBS 1TV,258,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
343,44,"진짜 농구, 핸섬 타이거즈",SBS,12,2020-03-27,예능,지상파,2020-04-01 10:00:00,1
344,45,어서와,KBS 2TV,1-2,2020-03-25,드라마,지상파,2020-04-01 10:00:00,1
345,46,미스터트롯,TV CHOSUN,11,2020-03-12,예능,종편,2020-04-01 10:00:00,1
346,47,맛남의 광장,SBS,17,2020-03-26,예능,지상파,2020-04-01 10:00:00,1
347,48,오지GO,MBN,6,2020-03-30,예능,종편,2020-04-01 10:00:00,1
348,49,날아라 슛돌이 뉴 비기닝,KBS 2TV,13,2020-03-31,예능,지상파,2020-04-01 10:00:00,1
349,50,어쩌다 가족 ,TV CHOSUN,1,2020-03-29,드라마,종편,2020-04-01 10:00:00,1
350,51,질투의 화신,SBS,19,2016-10-26,드라마,지상파,2020-04-01 10:00:00,1
351,52,낭만닥터 김사부 2,SBS,16,2020-02-25,드라마,지상파,2020-04-01 10:00:00,1
352,53,판도라,MBN,163,2020-03-30,시사교양,종편,2020-04-01 10:00:00,1
353,54,도시어부2: 대항해시대,채널A,15,2020-03-26,예능,종편,2020-04-01 10:00:00,1
354,55,MBC뉴스데스크,MBC,20200331,2020-03-31,뉴스,지상파,2020-04-01 10:00:00,1
355,56,선을 넘는 녀석들-리턴즈,MBC,31,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
356,57,유별나! 문셰프,채널A,1,2020-03-27,드라마,종편,2020-04-01 10:00:00,1
357,58,신상 출시 편스토랑,KBS 2TV,22,2020-03-27,예능,지상파,2020-04-01 10:00:00,1
358,59,트롯신이 떴다,SBS,4,2020-03-25,예능,지상파,2020-04-01 10:00:00,1
359,60,집사부일체,SBS,113,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
360,61,KBS 뉴스9,KBS 1TV,,2020-03-31,뉴스,지상파,2020-04-01 10:00:00,1
361,62,수상한 파트너,SBS,1,2017-05-10,드라마,지상파,2020-04-01 10:00:00,1
362,63,풍문으로 들었쇼,채널A,233,2020-03-30,예능,종편,2020-04-01 10:00:00,1
363,64,살림하는 남자들,KBS 2TV,159,2020-03-25,예능,지상파,2020-04-01 10:00:00,1
364,65,TV 동물농장,SBS,962,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
365,66,SBS 8뉴스,SBS,,2020-03-31,뉴스,지상파,2020-04-01 10:00:00,1
366,67,일일드라마 우아한 모녀,KBS 2TV,103,2020-03-27,드라마,지상파,2020-04-01 10:00:00,1
367,68,어서와 한국은 처음이지?,MBC Every1,132,2020-03-26,예능,케이블,2020-04-01 10:00:00,1
368,69,고립낙원,KBS 2TV,8,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
369,70,맨땅에 한국말,SBS Plus,6,2020-03-31,예능,케이블,2020-04-01 10:00:00,1
370,71,"쌈, 마이웨이",KBS 2TV,13,2017-07-03,드라마,지상파,2020-04-01 10:00:00,1
371,72,생활의 달인,SBS,728,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
372,73,김병만의 정글의 법칙,SBS,407,2020-03-28,예능,지상파,2020-04-01 10:00:00,1
373,74,밥은 먹고 다니냐?,SBS Plus,23,2020-03-30,예능,케이블,2020-04-01 10:00:00,1
374,75,이십세기 힛-트쏭,KBS JOY,1,2020-03-27,예능,케이블,2020-04-01 10:00:00,1
375,76,사랑은 뷰티풀 인생은 원더풀,KBS 2TV,99-100,2020-03-22,드라마,지상파,2020-04-01 10:00:00,1
376,77,스토브리그,SBS,12,2020-01-31,드라마,지상파,2020-04-01 10:00:00,1
377,78,모던 패밀리,MBN,56,2020-03-27,예능,종편,2020-04-01 10:00:00,1
378,79,더 라이브,KBS 1TV,98,2020-03-31,시사교양,지상파,2020-04-01 10:00:00,1
379,80,하트시그널 시즌2,채널A,7,2018-05-04,예능,종편,2020-04-01 10:00:00,1
380,81,이제 만나러 갑니다,채널A,432,2020-03-29,예능,종편,2020-04-01 10:00:00,1
381,82,복면가왕,MBC,248,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
382,83,SBS 스페셜,SBS,587,2020-03-29,시사교양,지상파,2020-04-01 10:00:00,1
383,84,닥터스,SBS,7,2016-07-11,드라마,지상파,2020-04-01 10:00:00,1
384,85,나는 몸신이다,채널A,273,2020-03-31,예능,종편,2020-04-01 10:00:00,1
385,86,아빠본색,채널A,193,2020-03-29,예능,종편,2020-04-01 10:00:00,1
386,87,낭만닥터 김사부 ,SBS,21,2017-01-17,드라마,지상파,2020-04-01 10:00:00,1
387,88,실화탐사대,MBC,74,2020-03-25,시사교양,지상파,2020-04-01 10:00:00,1
388,89,제보자들,KBS 2TV,161,2020-03-26,시사교양,지상파,2020-04-01 10:00:00,1
389,90,해피 투게더,KBS 2TV,633,2020-03-26,예능,지상파,2020-04-01 10:00:00,1
390,91,아침마당,KBS 1TV,8593,2020-03-25,시사교양,지상파,2020-04-01 10:00:00,1
391,92,얼마예요?,TV CHOSUN,131,2020-03-30,예능,종편,2020-04-01 10:00:00,1
392,93,친애하는 판사님께,SBS,7,2018-08-15,드라마,지상파,2020-04-01 10:00:00,1
393,94,편애중계,MBC,20,2020-03-27,예능,지상파,2020-04-01 10:00:00,1
394,95,공사창립 특별기획 태양의 후예,KBS 2TV,16,2016-04-14,드라마,지상파,2020-04-01 10:00:00,1
395,96,동이,MBC,11,2010-04-26,드라마,지상파,2020-04-01 10:00:00,1
396,97,쩐의 전쟁,SBS,20,2007-07-19,드라마,지상파,2020-04-01 10:00:00,1
397,98,신비한 TV 서프라이즈,MBC,909,2020-03-29,예능,지상파,2020-04-01 10:00:00,1
398,99,유희열의 스케치북,KBS 2TV,484,2020-03-27,예능,지상파,2020-04-01 10:00:00,1
399,100,포레스트,KBS 2TV,29-30,2020-03-18,드라마,지상파,2020-04-01 10:00:00,1
400,101,아무도 모른다,SBS,10,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
401,102,365 : 운명을 거스르는 1년,MBC,7-8,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
402,103,나쁜사랑,MBC,87,2020-04-01,드라마,지상파,2020-04-01 10:00:00,2
403,104,꽃길만 걸어요,KBS 1TV,111,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
404,105,하이에나,SBS,12,2020-03-28,드라마,지상파,2020-04-01 10:00:00,2
405,106,아무도 모른다[19세],SBS,10,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
406,107,맛 좀 보실래요,SBS,101,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
407,108,일일드라마 위험한 약속,KBS 2TV,2,2020-03-31,드라마,지상파,2020-04-01 10:00:00,2
408,109,한 번 다녀왔습니다,KBS 2TV,3-4,2020-03-29,드라마,지상파,2020-04-01 10:00:00,2
409,110,그 남자의 기억법,MBC,5-6,2020-03-25,드라마,지상파,2020-04-01 10:00:00,2
410,111,어서와,KBS 2TV,1-2,2020-03-25,드라마,지상파,2020-04-01 10:00:00,2
411,112,어쩌다 가족 ,TV CHOSUN,1,2020-03-29,드라마,종편,2020-04-01 10:00:00,2
412,113,질투의 화신,SBS,19,2016-10-26,드라마,지상파,2020-04-01 10:00:00,2
413,114,낭만닥터 김사부 2,SBS,16,2020-02-25,드라마,지상파,2020-04-01 10:00:00,2
414,115,유별나! 문셰프,채널A,1,2020-03-27,드라마,종편,2020-04-01 10:00:00,2
415,116,수상한 파트너,SBS,1,2017-05-10,드라마,지상파,2020-04-01 10:00:00,2
416,117,일일드라마 우아한 모녀,KBS 2TV,103,2020-03-27,드라마,지상파,2020-04-01 10:00:00,2
417,118,"쌈, 마이웨이",KBS 2TV,13,2017-07-03,드라마,지상파,2020-04-01 10:00:00,2
418,119,사랑은 뷰티풀 인생은 원더풀,KBS 2TV,99-100,2020-03-22,드라마,지상파,2020-04-01 10:00:00,2
419,120,스토브리그,SBS,12,2020-01-31,드라마,지상파,2020-04-01 10:00:00,2
420,121,닥터스,SBS,7,2016-07-11,드라마,지상파,2020-04-01 10:00:00,2
421,122,낭만닥터 김사부 ,SBS,21,2017-01-17,드라마,지상파,2020-04-01 10:00:00,2
422,123,친애하는 판사님께,SBS,7,2018-08-15,드라마,지상파,2020-04-01 10:00:00,2
423,124,공사창립 특별기획 태양의 후예,KBS 2TV,16,2016-04-14,드라마,지상파,2020-04-01 10:00:00,2
424,125,동이,MBC,11,2010-04-26,드라마,지상파,2020-04-01 10:00:00,2
425,126,쩐의 전쟁,SBS,20,2007-07-19,드라마,지상파,2020-04-01 10:00:00,2
426,127,포레스트,KBS 2TV,29-30,2020-03-18,드라마,지상파,2020-04-01 10:00:00,2
427,128,별에서 온 그대,SBS,5,2014-01-01,드라마,지상파,2020-04-01 10:00:00,2
428,129,"내딸, 금사월",MBC,51,2016-02-28,드라마,지상파,2020-04-01 10:00:00,2
429,130,시크릿 가든,SBS,5,2010-11-27,드라마,지상파,2020-04-01 10:00:00,2
430,131,동백꽃 필 무렵,KBS 2TV,39-40,2019-11-21,드라마,지상파,2020-04-01 10:00:00,2
431,132,아들과 딸,MBC,64,1993-05-09,드라마,지상파,2020-04-01 10:00:00,2
432,133,MBN 수목드라마 우아한 가,MBN,16,2019-10-17,드라마,종편,2020-04-01 10:00:00,2
433,134,육룡이 나르샤,SBS,46,2016-03-08,드라마,지상파,2020-04-01 10:00:00,2
434,135,의사요한,SBS,1,2019-07-19,드라마,지상파,2020-04-01 10:00:00,2
435,136,열혈사제,SBS,18,2019-04-13,드라마,지상파,2020-04-01 10:00:00,2
436,137,주군의 태양,SBS,11,2013-09-11,드라마,지상파,2020-04-01 10:00:00,2
437,138,금토드라마 고백부부,KBS 2TV,1,2017-10-13,드라마,지상파,2020-04-01 10:00:00,2
438,139,신사의 품격,SBS,11,2012-06-30,드라마,지상파,2020-04-01 10:00:00,2
439,140,달의 연인-보보경심 려,SBS,7,2016-09-13,드라마,지상파,2020-04-01 10:00:00,2
440,141,연애의 발견,KBS 2TV,4,2014-08-26,드라마,지상파,2020-04-01 10:00:00,2
441,142,미세스 캅,SBS,1,2015-08-03,드라마,지상파,2020-04-01 10:00:00,2
442,143,뿌리깊은 나무,SBS,1,2011-10-05,드라마,지상파,2020-04-01 10:00:00,2
443,144,이리와 안아줘 ,MBC,1,2018-05-16,드라마,지상파,2020-04-01 10:00:00,2
444,145,더게임:0시를 향하여,MBC,31-32,2020-03-12,드라마,지상파,2020-04-01 10:00:00,2
445,146,힐러,KBS 2TV,4,2014-12-16,드라마,지상파,2020-04-01 10:00:00,2
446,147,내 뒤에 테리우스,MBC,1-2,2018-09-27,드라마,지상파,2020-04-01 10:00:00,2
447,148,허준,MBC,36 ,2000-03-21,드라마,지상파,2020-04-01 10:00:00,2
448,149,수목 드라마 닥터 프리즈너,KBS 2TV,31-32,2019-05-15,드라마,지상파,2020-04-01 10:00:00,2
449,150,황후의 품격,SBS,6,2018-12-06,드라마,지상파,2020-04-01 10:00:00,2
450,151,상속자들,SBS,5,2013-10-23,드라마,지상파,2020-04-01 10:00:00,2
451,152,김과장,KBS 2TV,5,2017-02-08,드라마,지상파,2020-04-01 10:00:00,2
452,153,궁,MBC,4,2006-01-19,드라마,지상파,2020-04-01 10:00:00,2
453,154,어쩌다 발견한 하루,MBC,17-18,2019-10-30,드라마,지상파,2020-04-01 10:00:00,2
454,155,VIP,SBS,8,2019-11-26,드라마,지상파,2020-04-01 10:00:00,2
455,156,엔젤아이즈,SBS,1,2014-04-05,드라마,지상파,2020-04-01 10:00:00,2
456,157,언니는 살아있다,SBS,2,2017-04-15,드라마,지상파,2020-04-01 10:00:00,2
457,158,그녀는 예뻤다,MBC,12,2015-10-28,드라마,지상파,2020-04-01 10:00:00,2
458,159,메디컬 탑팀,MBC,2,2013-10-10,드라마,지상파,2020-04-01 10:00:00,2
459,160,"장옥정, 사랑에 살다",SBS,1,2013-04-08,드라마,지상파,2020-04-01 10:00:00,2
460,161,용팔이,SBS,13,2015-09-16,드라마,지상파,2020-04-01 10:00:00,2
461,162,터치,채널A,16,2020-02-22,드라마,종편,2020-04-01 10:00:00,2
462,163,서른이지만 열일곱입니다,SBS,1,2018-07-23,드라마,지상파,2020-04-01 10:00:00,2
463,164,마이더스,SBS,2,2011-02-28,드라마,지상파,2020-04-01 10:00:00,2
464,165,너의 목소리가 들려,SBS,7,2013-06-26,드라마,지상파,2020-04-01 10:00:00,2
465,166,최고의 사랑,MBC,1,2011-05-04,드라마,지상파,2020-04-01 10:00:00,2
466,167,푸른 바다의 전설,SBS,1,2016-11-16,드라마,지상파,2020-04-01 10:00:00,2
467,168,꽃보다 남자,KBS 2TV,24,2009-03-30,드라마,지상파,2020-04-01 10:00:00,2
468,169,역도요정 김복주,MBC,4,2016-11-24,드라마,지상파,2020-04-01 10:00:00,2
469,170,아버지가 이상해,KBS 2TV,32,2017-06-18,드라마,지상파,2020-04-01 10:00:00,2
470,171,괜찮아 사랑이야,SBS,10,2014-08-21,드라마,지상파,2020-04-01 10:00:00,2
471,172,화랑,KBS 2TV,9,2017-01-16,드라마,지상파,2020-04-01 10:00:00,2
472,173,오로라 공주,MBC,1,2013-05-20,드라마,지상파,2020-04-01 10:00:00,2
473,174,뉴하트,MBC,6 ,2008-01-02,드라마,지상파,2020-04-01 10:00:00,2
474,175,우리집에 사는 남자,KBS 2TV,1,2016-10-24,드라마,지상파,2020-04-01 10:00:00,2
475,176,"하이드 지킬, 나",SBS,8,2015-02-12,드라마,지상파,2020-04-01 10:00:00,2
476,177,닥터 이방인,SBS,11,2014-06-09,드라마,지상파,2020-04-01 10:00:00,2
477,178,부부클리닉 사랑과 전쟁 2,KBS 2TV,60,2013-02-15,드라마,지상파,2020-04-01 10:00:00,2
478,179,아이가 다섯,KBS 2TV,51,2016-08-13,드라마,지상파,2020-04-01 10:00:00,2
479,180,봄밤,MBC,31-32,2019-07-11,드라마,지상파,2020-04-01 10:00:00,2
480,181,더킹 투하츠,MBC,11,2012-04-25,드라마,지상파,2020-04-01 10:00:00,2
481,182,배가본드,SBS,16,2019-11-23,드라마,지상파,2020-04-01 10:00:00,2
482,183,내 이름은 김삼순,MBC,4 ,2005-06-09,드라마,지상파,2020-04-01 10:00:00,2
483,184,프로듀사,KBS 2TV,10,2015-06-13,드라마,지상파,2020-04-01 10:00:00,2
484,185,착한남자,KBS 2TV,1,2012-09-12,드라마,지상파,2020-04-01 10:00:00,2
485,186,검법남녀 시즌2,MBC,23-24,2019-07-09,드라마,지상파,2020-04-01 10:00:00,2
486,187,함부로 애틋하게,KBS 2TV,8,2016-07-28,드라마,지상파,2020-04-01 10:00:00,2
487,188,올인,SBS,21,2003-03-26,드라마,지상파,2020-04-01 10:00:00,2
488,189,특별근로감독관 조장풍,MBC,21-22,2019-05-13,드라마,지상파,2020-04-01 10:00:00,2
489,190,드림하이1,KBS 2TV,8,2011-01-31,드라마,지상파,2020-04-01 10:00:00,2
490,191,당신이 잠든 사이에,SBS,9,2017-10-11,드라마,지상파,2020-04-01 10:00:00,2
491,192,검법남녀,MBC,30,2018-07-16,드라마,지상파,2020-04-01 10:00:00,2
492,193,왔다! 장보리,MBC,49,2014-10-04,드라마,지상파,2020-04-01 10:00:00,2
493,194,운명처럼 널 사랑해,MBC,5,2014-07-16,드라마,지상파,2020-04-01 10:00:00,2
494,195,복수가 돌아왔다,SBS,2,2018-12-11,드라마,지상파,2020-04-01 10:00:00,2
495,196,대장금,MBC,37 ,2004-01-26,드라마,지상파,2020-04-01 10:00:00,2
496,197,해를 품은 달,MBC,7,2012-01-25,드라마,지상파,2020-04-01 10:00:00,2
497,198,백년의 유산,MBC,50,2013-06-23,드라마,지상파,2020-04-01 10:00:00,2
498,199,기름진 멜로,SBS,31,2018-07-09,드라마,지상파,2020-04-01 10:00:00,2
499,200,황금빛 내 인생,KBS 2TV,52,2018-03-11,드라마,지상파,2020-04-01 10:00:00,2
500,201,아내의 맛,TV CHOSUN,91,2020-03-31,예능,종편,2020-04-01 10:00:00,3
501,202,불타는 청춘,SBS,247,2020-03-31,예능,지상파,2020-04-01 10:00:00,3
502,203,비디오스타,MBC Every1,190,2020-03-31,예능,케이블,2020-04-01 10:00:00,3
503,204,미운 우리 새끼,SBS,183,2020-03-29,예능,지상파,2020-04-01 10:00:00,3
504,205,런닝맨,SBS,496,2020-03-29,예능,지상파,2020-04-01 10:00:00,3
505,206,동상이몽2_너는 내 운명,SBS,139,2020-03-30,예능,지상파,2020-04-01 10:00:00,3
506,207,나 혼자 산다,MBC,339,2020-03-27,예능,지상파,2020-04-01 10:00:00,3
507,208,슈퍼맨이 돌아왔다,KBS 2TV,323,2020-03-29,예능,지상파,2020-04-01 10:00:00,3
